Neo_score,Egencia Analytics Studio_score,Meetings & Events_score,Travel Consulting_score,account_id,Neo_current,Egencia Analytics Studio_current,Meetings & Events_current,Travel Consulting_current
0.00040205783,0.00088524,0.00058161,0.00039866072,ACCT-00055,0.0,0.0,0.0,0.0
0.00034393455,0.00015935696,5.4603806e-05,0.00024018741,ACCT-00056,0.0,0.0,0.0,0.0
0.00037533892,0.00019599793,5.1656447e-05,0.00022651361,ACCT-00057,0.0,0.0,0.0,0.0
0.0002756539,0.00013847784,4.885117e-05,0.00024239457,ACCT-00058,0.0,0.0,0.0,0.0
0.09042502,0.04098557,0.2688254,0.9273612,ACCT-00059,0.0,0.0,0.0,1.0
0.00039188747,0.00023792977,7.161536e-05,0.00024807418,ACCT-00060,0.0,0.0,0.0,0.0
0.0005844725,0.0011139251,0.00027497823,0.0006282443,ACCT-00061,0.0,0.0,0.0,0.0
0.0009353631,0.0003865606,0.0009110122,0.0015768006,ACCT-00062,0.0,0.0,0.0,0.0
0.8913771,0.15645781,0.19262534,0.28264233,ACCT-00063,1.0,0.0,0.0,0.0
0.052496884,0.14768058,0.09860471,0.91190267,ACCT-00064,0.0,0.0,0.0,1.0
0.8103719,0.49039736,0.5464694,0.8621326,ACCT-00065,1.0,0.0,0.0,1.0
0.0012179294,0.0007823112,0.00054335804,0.0016584488,ACCT-00066,0.0,0.0,0.0,0.0
0.9364692,0.15574372,0.08931385,0.14033432,ACCT-00067,1.0,0.0,0.0,0.0
0.0002756539,9.553792e-05,5.1921408e-05,0.00023095704,ACCT-00068,0.0,0.0,0.0,0.0
0.32780048,0.27123353,0.43093613,0.56165606,ACCT-00069,1.0,0.0,0.0,0.0
0.9685205,0.851978,0.98598725,0.96447164,ACCT-00070,1.0,1.0,0.0,1.0
0.00032098548,0.00015935696,5.4603806e-05,0.00024385005,ACCT-00071,0.0,0.0,0.0,0.0
0.2669487,0.7728521,0.27209058,0.13021488,ACCT-00072,0.0,1.0,0.0,0.0
0.15477116,0.09928454,0.89370096,0.16904876,ACCT-00073,0.0,0.0,1.0,0.0
0.00013981514,0.0004519801,0.0008738513,0.00073021307,ACCT-00074,0.0,0.0,0.0,0.0
0.8952715,0.9409064,0.33789325,0.5927801,ACCT-00075,1.0,1.0,0.0,0.0
0.0008466786,0.00052236073,0.00079141883,0.0020186459,ACCT-00076,0.0,0.0,0.0,0.0
0.00039397427,0.0002091623,8.33728e-05,0.00024015925,ACCT-00077,0.0,0.0,0.0,0.0
0.0010812037,0.00090012205,0.00056175713,0.0013682552,ACCT-00078,0.0,0.0,0.0,0.0
0.00037533892,0.0001965948,5.537443e-05,0.00028197895,ACCT-00079,0.0,0.0,0.0,0.0
0.30992603,0.43453434,0.07195706,0.55311096,ACCT-00080,0.0,1.0,0.0,0.0
0.8514846,0.112227,0.24042381,0.41587675,ACCT-00081,1.0,0.0,0.0,0.0
0.0010661656,0.00046697177,0.0016350439,0.0007567984,ACCT-00082,0.0,0.0,0.0,0.0
0.0006685877,0.00045454444,0.002707854,0.0016472937,ACCT-00083,0.0,0.0,0.0,0.0
0.0005066357,0.0004096079,0.0015821583,0.00049898063,ACCT-00084,0.0,0.0,0.0,0.0
0.00047353192,0.00031717418,0.0006083078,0.0013683353,ACCT-00085,0.0,0.0,0.0,0.0
0.93075943,0.05349686,0.17997167,0.060027674,ACCT-00086,1.0,0.0,0.0,0.0
0.9430958,0.123881906,0.10494692,0.20154443,ACCT-00087,1.0,0.0,0.0,0.0
0.40219223,0.58666605,0.6061063,0.6153541,ACCT-00088,0.0,0.0,1.0,0.0
0.8995073,0.1616005,0.33261338,0.24864742,ACCT-00089,1.0,0.0,0.0,0.0
0.66140336,0.71290314,0.8543675,0.45982108,ACCT-00090,0.0,1.0,0.0,1.0
0.0003647418,0.000403436,6.828051e-05,0.00027269695,ACCT-00091,0.0,0.0,0.0,0.0
0.28757977,0.9614114,0.98072666,0.9832946,ACCT-00092,0.0,1.0,1.0,1.0
0.00028880764,0.00015983952,5.1955732e-05,0.00024385005,ACCT-00093,0.0,0.0,0.0,0.0
0.14186782,0.10142947,0.86971164,0.2739827,ACCT-00094,0.0,0.0,1.0,0.0
0.23508823,0.7142131,0.15228386,0.15668854,ACCT-00095,0.0,0.0,0.0,1.0
0.41375574,0.24129306,0.19806638,0.58590406,ACCT-00096,0.0,0.0,1.0,0.0
0.0005795211,0.00021796922,0.001126818,0.0012718666,ACCT-00097,0.0,0.0,0.0,0.0
0.0002756539,0.00013120795,4.885117e-05,0.00024239457,ACCT-00098,0.0,0.0,0.0,0.0
0.5691068,0.89866924,0.23550978,0.9227278,ACCT-00099,0.0,1.0,0.0,1.0
0.00171471,0.0024987666,0.0011214686,0.0007456956,ACCT-00100,0.0,0.0,0.0,0.0
0.08329527,0.9339582,0.10995458,0.098737426,ACCT-00101,0.0,1.0,0.0,0.0
0.00029462887,0.0019251307,0.00070647825,0.0008223385,ACCT-00102,0.0,0.0,0.0,0.0
0.9029545,0.21952848,0.38028848,0.16344462,ACCT-00103,1.0,0.0,0.0,0.0
0.0003647418,0.00023792977,6.4845306e-05,0.00027200233,ACCT-00104,0.0,0.0,0.0,0.0
0.0003647418,0.00023792977,6.4845306e-05,0.00027200233,ACCT-00105,0.0,0.0,0.0,0.0
0.0011581779,0.0010431748,0.000625544,0.0008011983,ACCT-00106,0.0,0.0,0.0,0.0
0.38790584,0.31029287,0.9499904,0.93072057,ACCT-00107,0.0,0.0,1.0,1.0
0.96477246,0.3417668,0.1937705,0.9544507,ACCT-00108,1.0,0.0,0.0,1.0
0.00037533892,0.00020259888,5.537443e-05,0.00029355023,ACCT-00109,0.0,0.0,0.0,0.0
0.00034393455,0.00015384833,6.0653252e-05,0.00022461973,ACCT-00110,0.0,0.0,0.0,0.0
0.21398759,0.21583468,0.0979007,0.906133,ACCT-00111,0.0,0.0,0.0,1.0
0.00034393455,0.00015935696,5.4603806e-05,0.00024018741,ACCT-00112,0.0,0.0,0.0,0.0
0.0004934542,0.00071143406,0.0006448252,0.0008946122,ACCT-00113,0.0,0.0,0.0,0.0
0.9676248,0.98009664,0.12193237,0.17065212,ACCT-00114,1.0,1.0,0.0,0.0
0.0007344791,0.00071092875,0.0011835904,0.0009973025,ACCT-00115,0.0,0.0,0.0,0.0
0.00036799067,0.00020259888,5.537443e-05,0.00029355023,ACCT-00116,0.0,0.0,0.0,0.0
0.00040014126,0.00021642579,7.161536e-05,0.00024015925,ACCT-00117,0.0,0.0,0.0,0.0
0.84619087,0.15757012,0.11027706,0.57358176,ACCT-00118,1.0,0.0,0.0,0.0
0.0015181251,0.0038535327,0.00063145376,0.0002947924,ACCT-00119,0.0,0.0,0.0,0.0
0.1041089,0.47273144,0.17221856,0.79987836,ACCT-00120,0.0,1.0,0.0,0.0
0.0011192695,0.0013503695,0.0005364047,0.0020634464,ACCT-00121,0.0,0.0,0.0,0.0
0.07472572,0.13359398,0.22688583,0.26849335,ACCT-00122,0.0,0.0,0.0,1.0
0.00030921798,0.0030429505,0.0020708444,0.00042500795,ACCT-00123,0.0,0.0,0.0,0.0
0.0002756539,9.553792e-05,5.777284e-05,0.00023095704,ACCT-00124,0.0,0.0,0.0,0.0
0.00034393455,0.00015384833,6.0653252e-05,0.00024018741,ACCT-00125,0.0,0.0,0.0,0.0
0.045126148,0.25293407,0.844482,0.17506255,ACCT-00126,0.0,0.0,1.0,0.0
0.0002756539,0.00013120795,4.885117e-05,0.00024239457,ACCT-00127,0.0,0.0,0.0,0.0
0.0002756539,9.6205564e-05,5.777284e-05,0.00021033867,ACCT-00128,0.0,0.0,0.0,0.0
0.00084228907,0.0005817819,0.0017954985,0.0007874363,ACCT-00129,0.0,0.0,0.0,0.0
0.00057949376,0.00031702514,0.0017145339,0.0010262155,ACCT-00130,0.0,0.0,0.0,0.0
0.085283,0.93933856,0.07036069,0.10112812,ACCT-00131,0.0,1.0,0.0,0.0
0.0005895411,0.0005106199,0.000620023,0.0014144367,ACCT-00132,0.0,0.0,0.0,0.0
0.18496953,0.9571203,0.9810455,0.9742485,ACCT-00133,0.0,1.0,1.0,1.0
0.00028183838,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00134,0.0,0.0,0.0,0.0
0.28648967,0.9539013,0.5792768,0.7402998,ACCT-00135,0.0,1.0,1.0,0.0
0.8676406,0.12348996,0.3166,0.34602594,ACCT-00136,1.0,0.0,0.0,0.0
0.00028880764,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00137,0.0,0.0,0.0,0.0
0.0003647418,0.0003600957,6.544354e-05,0.00024908668,ACCT-00138,0.0,0.0,0.0,0.0
0.89426243,0.9170715,0.819163,0.926942,ACCT-00139,1.0,0.0,1.0,1.0
0.0002568264,0.0015243705,0.00025387402,0.0015060195,ACCT-00140,0.0,0.0,0.0,0.0
0.00034393455,0.00015935696,5.4603806e-05,0.00024018741,ACCT-00141,0.0,0.0,0.0,0.0
0.00033406419,0.00020259888,6.878202e-05,0.00029355023,ACCT-00142,0.0,0.0,0.0,0.0
0.00028183838,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00143,0.0,0.0,0.0,0.0
0.00028183838,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00144,0.0,0.0,0.0,0.0
0.00032098548,0.00015935696,5.4603806e-05,0.00024385005,ACCT-00145,0.0,0.0,0.0,0.0
0.001906287,0.00032350002,0.00019019704,0.0018164036,ACCT-00146,0.0,0.0,0.0,0.0
0.24306177,0.08780125,0.25285012,0.9016626,ACCT-00147,0.0,0.0,0.0,1.0
0.00032098548,0.00015935696,5.4603806e-05,0.00024385005,ACCT-00148,0.0,0.0,0.0,0.0
0.0002756539,9.553792e-05,5.4516444e-05,0.00023095704,ACCT-00149,0.0,0.0,0.0,0.0
0.6820166,0.1810407,0.16590697,0.2518093,ACCT-00150,1.0,0.0,0.0,0.0
0.19915293,0.11638267,0.34662318,0.73703295,ACCT-00151,1.0,0.0,0.0,0.0
0.00032098548,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00152,0.0,0.0,0.0,0.0
0.438838,0.9461721,0.909433,0.5917988,ACCT-00153,0.0,1.0,1.0,0.0
0.000603207,0.0014095757,0.0009575115,0.0006460586,ACCT-00154,0.0,0.0,0.0,0.0
0.0003647418,0.000403436,6.828051e-05,0.00027269695,ACCT-00155,0.0,0.0,0.0,0.0
0.10529359,0.9702103,0.95160496,0.2836229,ACCT-00156,0.0,1.0,1.0,0.0
0.000738783,0.0009945253,0.000726046,0.0013557947,ACCT-00157,0.0,0.0,0.0,0.0
0.0007116951,0.0005376493,0.00037590598,0.001137961,ACCT-00158,0.0,0.0,0.0,0.0
0.95755774,0.25730476,0.1368455,0.96451026,ACCT-00159,1.0,0.0,0.0,1.0
0.0002756539,0.00013847784,4.885117e-05,0.0002315409,ACCT-00160,0.0,0.0,0.0,0.0
0.0004367199,0.00071663794,0.00023772208,0.002172179,ACCT-00161,0.0,0.0,0.0,0.0
0.24822561,0.88660145,0.3761529,0.2150854,ACCT-00162,0.0,1.0,0.0,0.0
0.17912827,0.06607343,0.9514407,0.11019614,ACCT-00163,0.0,0.0,1.0,0.0
0.0006825842,0.00032320994,0.00065587007,0.000794863,ACCT-00164,0.0,0.0,0.0,0.0
0.00033505994,0.00016774292,6.0653252e-05,0.00022651361,ACCT-00165,0.0,0.0,0.0,0.0
0.002068417,0.000883215,0.00045157786,0.0010593256,ACCT-00166,0.0,0.0,0.0,0.0
0.0003647418,0.00023792977,6.847809e-05,0.00024807418,ACCT-00167,0.0,0.0,0.0,0.0
0.6346431,0.8613422,0.48742044,0.8835399,ACCT-00168,0.0,0.0,1.0,1.0
0.000284477,0.0002133533,7.981833e-05,0.0002733847,ACCT-00169,0.0,0.0,0.0,0.0
0.0010430858,0.000903873,0.00032985542,0.000578886,ACCT-00170,0.0,0.0,0.0,0.0
0.9121186,0.3196072,0.33687755,0.9102954,ACCT-00171,1.0,0.0,0.0,1.0
0.15103889,0.8715872,0.08044499,0.2862023,ACCT-00172,0.0,1.0,0.0,0.0
0.00067578297,0.0027766398,0.00091706094,0.00038745787,ACCT-00173,0.0,0.0,0.0,0.0
0.29920626,0.38875988,0.8835296,0.16112405,ACCT-00174,0.0,0.0,1.0,0.0
0.35171422,0.20425797,0.39921907,0.75594074,ACCT-00175,0.0,0.0,1.0,0.0
0.2572851,0.20388946,0.80878687,0.3841255,ACCT-00176,0.0,0.0,1.0,0.0
0.5606287,0.34609205,0.20741285,0.058459576,ACCT-00177,0.0,0.0,0.0,1.0
0.0003647418,0.00023792977,6.544354e-05,0.00026355925,ACCT-00178,0.0,0.0,0.0,0.0
0.00037533892,0.00019791324,5.1656447e-05,0.00022651361,ACCT-00179,0.0,0.0,0.0,0.0
0.0003112971,0.00065005437,0.00038133026,0.0010730313,ACCT-00180,0.0,0.0,0.0,0.0
0.0003647418,0.000403436,6.828051e-05,0.00027269695,ACCT-00181,0.0,0.0,0.0,0.0
0.00028880764,0.00015983952,5.1955732e-05,0.00024385005,ACCT-00182,0.0,0.0,0.0,0.0
0.00032098548,0.00015935696,5.4603806e-05,0.00024385005,ACCT-00183,0.0,0.0,0.0,0.0
0.755219,0.10003506,0.39498684,0.48200607,ACCT-00184,0.0,0.0,0.0,1.0
0.00039397427,0.00021692533,8.33728e-05,0.00024015925,ACCT-00185,0.0,0.0,0.0,0.0
0.00032098548,0.00015935696,5.4603806e-05,0.00024385005,ACCT-00186,0.0,0.0,0.0,0.0
0.327298,0.1359543,0.9316149,0.18416947,ACCT-00187,0.0,0.0,1.0,0.0
0.0003647418,0.0003600957,6.544354e-05,0.00024908668,ACCT-00188,0.0,0.0,0.0,0.0
0.00034393455,0.00015384833,6.0653252e-05,0.00024018741,ACCT-00189,0.0,0.0,0.0,0.0
0.00039397427,0.0001874677,7.8771445e-05,0.00023888859,ACCT-00190,0.0,0.0,0.0,0.0
0.0002756539,0.00010339995,4.885117e-05,0.0002315409,ACCT-00191,0.0,0.0,0.0,0.0
0.0002756539,0.00010339995,4.885117e-05,0.0002315409,ACCT-00192,0.0,0.0,0.0,0.0
0.00039397427,0.0001874677,7.8771445e-05,0.00023888859,ACCT-00193,0.0,0.0,0.0,0.0
0.0003030829,0.00015430393,4.885117e-05,0.00024239457,ACCT-00194,0.0,0.0,0.0,0.0
0.8629141,0.5799935,0.7274775,0.61325485,ACCT-00195,1.0,1.0,0.0,0.0
0.517819,0.61053604,0.071523786,0.17955212,ACCT-00196,0.0,0.0,0.0,1.0
0.00036799067,0.00020259888,6.501651e-05,0.00029355023,ACCT-00197,0.0,0.0,0.0,0.0
0.0003030829,0.00015430393,4.885117e-05,0.00024239457,ACCT-00198,0.0,0.0,0.0,0.0
0.30167496,0.23422356,0.14962529,0.1657346,ACCT-00199,1.0,0.0,0.0,0.0
0.12554418,0.060809124,0.8970618,0.11703547,ACCT-00200,0.0,0.0,1.0,0.0
0.00039397427,0.0001874677,8.33728e-05,0.00023888859,ACCT-00201,0.0,0.0,0.0,0.0
0.00034393455,0.00015384833,5.634615e-05,0.00024018741,ACCT-00202,0.0,0.0,0.0,0.0
0.00028880764,0.00015430393,5.1955732e-05,0.00024385005,ACCT-00203,0.0,0.0,0.0,0.0
0.0004126008,0.0006057263,0.0006776726,0.0006647447,ACCT-00204,0.0,0.0,0.0,0.0
0.0003030829,0.00015430393,4.885117e-05,0.00024239457,ACCT-00205,0.0,0.0,0.0,0.0
0.0003030829,0.00015047957,4.885117e-05,0.00024239457,ACCT-00206,0.0,0.0,0.0,0.0
0.07735377,0.9481258,0.06735792,0.2880929,ACCT-00207,0.0,1.0,0.0,0.0
0.0010149437,0.00021973683,0.00033138916,0.0017002821,ACCT-00208,0.0,0.0,0.0,0.0
0.0005281755,0.0006419485,0.0014765186,0.00086175295,ACCT-00209,0.0,0.0,0.0,0.0
0.0003805105,0.0002091623,8.33728e-05,0.00024015925,ACCT-00210,0.0,0.0,0.0,0.0
0.00028880764,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00211,0.0,0.0,0.0,0.0
0.0007834496,0.0012907973,0.0008426138,0.0005168947,ACCT-00212,0.0,0.0,0.0,0.0
0.00039397427,0.0001874677,8.33728e-05,0.00023888859,ACCT-00213,0.0,0.0,0.0,0.0
0.5942437,0.30052793,0.3230211,0.5061134,ACCT-00214,1.0,0.0,0.0,0.0
0.00039397427,0.00019490827,7.8771445e-05,0.00023888859,ACCT-00215,0.0,0.0,0.0,0.0
0.15335804,0.250286,0.15097235,0.88738006,ACCT-00216,0.0,0.0,0.0,1.0
0.8869964,0.1191314,0.24687406,0.46316484,ACCT-00217,1.0,0.0,0.0,0.0
0.3928255,0.9343675,0.9144235,0.9213529,ACCT-00218,0.0,1.0,1.0,1.0
0.00032098548,0.00017180826,5.149036e-05,0.00024385005,ACCT-00219,0.0,0.0,0.0,0.0
0.09250933,0.13111246,0.9036137,0.16239892,ACCT-00220,0.0,0.0,1.0,0.0
0.00037533892,0.00019599793,5.5365243e-05,0.00022651361,ACCT-00221,0.0,0.0,0.0,0.0
0.00037533892,0.00019599793,5.1656447e-05,0.00022651361,ACCT-00222,0.0,0.0,0.0,0.0
0.12700443,0.18731456,0.887301,0.28804955,ACCT-00223,0.0,0.0,1.0,0.0
0.00028183838,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00224,0.0,0.0,0.0,0.0
0.0006731453,0.0007674526,0.0012598063,0.0015999792,ACCT-00225,0.0,0.0,0.0,0.0
0.0002756539,0.000100548285,4.885117e-05,0.0002315409,ACCT-00226,0.0,0.0,0.0,0.0
0.0003637275,0.00019599793,5.5365243e-05,0.00022651361,ACCT-00227,0.0,0.0,0.0,0.0
0.0003805105,0.00020271387,7.7108525e-05,0.00024015925,ACCT-00228,0.0,0.0,0.0,0.0
0.0010909116,0.00052466383,0.00025614194,0.0005836889,ACCT-00229,0.0,0.0,0.0,0.0
0.0002756539,0.00013120795,4.885117e-05,0.00024239457,ACCT-00230,0.0,0.0,0.0,0.0
0.00034393455,0.00015384833,6.0653252e-05,0.00022461973,ACCT-00231,0.0,0.0,0.0,0.0
0.114745416,0.09732557,0.09700906,0.85474885,ACCT-00232,0.0,0.0,0.0,1.0
0.5336199,0.19967212,0.24001114,0.4402376,ACCT-00233,0.0,0.0,1.0,0.0
0.0004082548,0.00019490827,7.981833e-05,0.00023888859,ACCT-00234,0.0,0.0,0.0,0.0
0.24628173,0.84274817,0.19558774,0.38009423,ACCT-00235,0.0,1.0,0.0,0.0
0.38195324,0.20071933,0.81400144,0.28351757,ACCT-00236,0.0,0.0,1.0,0.0
0.0010873077,0.002875384,0.0009205521,0.0016342812,ACCT-00237,0.0,0.0,0.0,0.0
0.96857554,0.909744,0.86580354,0.92613894,ACCT-00238,1.0,1.0,1.0,0.0
0.0002756539,0.00010339995,4.885117e-05,0.0002315409,ACCT-00239,0.0,0.0,0.0,0.0
0.0004082548,0.00019490827,7.981833e-05,0.00023888859,ACCT-00240,0.0,0.0,0.0,0.0
0.00039397427,0.0001874677,7.8771445e-05,0.00023888859,ACCT-00241,0.0,0.0,0.0,0.0
0.0002756539,9.6205564e-05,5.777284e-05,0.00021033867,ACCT-00242,0.0,0.0,0.0,0.0
0.00028183838,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00243,0.0,0.0,0.0,0.0
0.926858,0.5572314,0.87347597,0.24297245,ACCT-00244,1.0,0.0,1.0,0.0
0.00039188747,0.00023792977,7.161536e-05,0.00024807418,ACCT-00245,0.0,0.0,0.0,0.0
0.24556804,0.2988754,0.87851506,0.06358032,ACCT-00246,0.0,0.0,1.0,0.0
0.9360169,0.085591085,0.023050312,0.1942567,ACCT-00247,1.0,0.0,0.0,0.0
0.000459843,0.00060293137,0.0011888773,0.0005319993,ACCT-00248,0.0,0.0,0.0,0.0
0.00032098548,0.00015935696,5.4603806e-05,0.00024385005,ACCT-00249,0.0,0.0,0.0,0.0
0.00037533892,0.00019599793,5.5365243e-05,0.00022651361,ACCT-00250,0.0,0.0,0.0,0.0
0.7951264,0.48611563,0.059771687,0.29579154,ACCT-00251,1.0,0.0,0.0,1.0
0.6892425,0.5944097,0.78200084,0.67805725,ACCT-00252,1.0,1.0,0.0,0.0
0.1761458,0.036133457,0.28802043,0.9356467,ACCT-00253,0.0,0.0,0.0,1.0
0.00034393455,0.00015935696,5.4603806e-05,0.00024018741,ACCT-00254,0.0,0.0,0.0,0.0
0.06493288,0.1980524,0.21340063,0.9449145,ACCT-00255,0.0,0.0,0.0,1.0
0.00039397427,0.0001874677,7.8771445e-05,0.00023888859,ACCT-00256,0.0,0.0,0.0,0.0
0.28167364,0.24292296,0.24783383,0.8648016,ACCT-00257,0.0,0.0,0.0,1.0
0.00018935978,0.00037540638,0.0015279382,0.00082856376,ACCT-00258,0.0,0.0,0.0,0.0
0.00028183838,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00259,0.0,0.0,0.0,0.0
0.0003030829,0.00015430393,4.885117e-05,0.00024239457,ACCT-00260,0.0,0.0,0.0,0.0
0.24331792,0.111765385,0.91311324,0.07141057,ACCT-00261,0.0,0.0,1.0,0.0
0.00028880764,0.00017180826,5.1955732e-05,0.00024385005,ACCT-00262,0.0,0.0,0.0,0.0
0.0002756539,9.6205564e-05,5.777284e-05,0.00021033867,ACCT-00263,0.0,0.0,0.0,0.0
0.0003647418,0.0003724619,6.544354e-05,0.0002689481,ACCT-00264,0.0,0.0,0.0,0.0
0.00028880764,0.00015983952,5.1955732e-05,0.00024385005,ACCT-00265,0.0,0.0,0.0,0.0
0.00034393455,0.00015384833,6.0653252e-05,0.00022461973,ACCT-00266,0.0,0.0,0.0,0.0
0.37848678,0.206194,0.13219059,0.85293734,ACCT-00267,0.0,0.0,0.0,1.0
0.0015388825,0.00028044375,0.0010908071,0.00047527408,ACCT-00268,0.0,0.0,0.0,0.0
0.0009808929,0.00021857295,0.0003885242,0.0006847493,ACCT-00269,0.0,0.0,0.0,0.0
0.91334194,0.14401783,0.100417085,0.23372427,ACCT-00270,1.0,0.0,0.0,0.0
