account_id,top_1_product,top_1_score,top_2_product,top_2_score,num_products_current
ACCT-00057,Neo,0.0003753389173652977,Travel Consulting,0.0002265136135974899,0.0
ACCT-00058,Neo,0.0002756539033725858,Travel Consulting,0.00024239456979557872,0.0
ACCT-00059,Meetings & Events,0.2688254117965698,Neo,0.0904250219464302,1.0
ACCT-00060,Neo,0.0003918874717783183,Travel Consulting,0.0002480741823092103,0.0
ACCT-00061,Egencia Analytics Studio,0.0011139251291751862,Travel Consulting,0.0006282443064264953,0.0
ACCT-00062,Travel Consulting,0.0015768005978316069,Neo,0.0009353631176054478,0.0
ACCT-00063,Travel Consulting,0.28264233469963074,Meetings & Events,0.19262534379959106,1.0
ACCT-00064,Egencia Analytics Studio,0.14768058061599731,Meetings & Events,0.0986047089099884,1.0
ACCT-00065,Meetings & Events,0.5464693903923035,Egencia Analytics Studio,0.4903973639011383,2.0
ACCT-00066,Travel Consulting,0.001658448833040893,Neo,0.0012179294135421515,0.0
ACCT-00067,Egencia Analytics Studio,0.15574371814727783,Travel Consulting,0.1403343230485916,1.0
ACCT-00068,Neo,0.0002756539033725858,Travel Consulting,0.0002309570409124717,0.0
ACCT-00069,Travel Consulting,0.5616560578346252,Meetings & Events,0.43093612790107727,1.0
ACCT-00070,Meetings & Events,0.9859872460365295,,0.0,3.0
ACCT-00071,Neo,0.0003209854767192155,Travel Consulting,0.00024385005235671997,0.0
ACCT-00072,Meetings & Events,0.2720905840396881,Neo,0.2669486999511719,1.0
ACCT-00073,Travel Consulting,0.1690487563610077,Neo,0.15477116405963898,1.0
ACCT-00074,Meetings & Events,0.0008738512988202274,Travel Consulting,0.0007302130688913167,0.0
ACCT-00075,Travel Consulting,0.5927801132202148,Meetings & Events,0.3378932476043701,2.0
ACCT-00076,Travel Consulting,0.0020186458714306355,Neo,0.0008466786239296198,0.0
ACCT-00077,Neo,0.000393974274629727,Travel Consulting,0.00024015925009734929,0.0
ACCT-00078,Travel Consulting,0.0013682552380487323,Neo,0.0010812036925926805,0.0
ACCT-00079,Neo,0.0003753389173652977,Travel Consulting,0.00028197895153425634,0.0
ACCT-00080,Travel Consulting,0.5531109571456909,Neo,0.30992603302001953,1.0
ACCT-00081,Travel Consulting,0.41587674617767334,Meetings & Events,0.24042381346225739,1.0
ACCT-00082,Meetings & Events,0.0016350438818335533,Neo,0.0010661656269803643,0.0
ACCT-00083,Meetings & Events,0.00270785391330719,Travel Consulting,0.0016472936840727925,0.0
ACCT-00084,Meetings & Events,0.001582158263772726,Neo,0.0005066356970928609,0.0
ACCT-00085,Travel Consulting,0.0013683353317901492,Meetings & Events,0.0006083077751100063,0.0
ACCT-00086,Meetings & Events,0.17997166514396667,Travel Consulting,0.060027673840522766,1.0
ACCT-00087,Travel Consulting,0.20154443383216858,Egencia Analytics Studio,0.12388190627098083,1.0
ACCT-00088,Travel Consulting,0.6153541207313538,Egencia Analytics Studio,0.5866660475730896,1.0
ACCT-00089,Meetings & Events,0.33261337876319885,Travel Consulting,0.24864742159843445,1.0
ACCT-00090,Meetings & Events,0.8543674945831299,Neo,0.6614033579826355,2.0
ACCT-00091,Egencia Analytics Studio,0.00040343598811887205,Neo,0.00036474180524237454,0.0
ACCT-00092,Neo,0.2875797748565674,,0.0,3.0
ACCT-00093,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00094,Travel Consulting,0.2739827036857605,Neo,0.14186781644821167,1.0
ACCT-00095,Egencia Analytics Studio,0.7142130732536316,Neo,0.23508822917938232,1.0
ACCT-00096,Travel Consulting,0.585904061794281,Neo,0.41375574469566345,1.0
ACCT-00097,Travel Consulting,0.0012718666112050414,Meetings & Events,0.0011268180096521974,0.0
ACCT-00098,Neo,0.0002756539033725858,Travel Consulting,0.00024239456979557872,0.0
ACCT-00099,Neo,0.5691068172454834,Meetings & Events,0.23550978302955627,2.0
ACCT-00100,Egencia Analytics Studio,0.002498766640201211,Neo,0.0017147100297734141,0.0
ACCT-00101,Meetings & Events,0.1099545806646347,Travel Consulting,0.09873742610216141,1.0
ACCT-00102,Egencia Analytics Studio,0.0019251307239755988,Travel Consulting,0.0008223385084420443,0.0
ACCT-00103,Meetings & Events,0.3802884817123413,Egencia Analytics Studio,0.21952848136425018,1.0
ACCT-00104,Neo,0.00036474180524237454,Travel Consulting,0.00027200233307667077,0.0
ACCT-00105,Neo,0.00036474180524237454,Travel Consulting,0.00027200233307667077,0.0
ACCT-00106,Neo,0.0011581778526306152,Egencia Analytics Studio,0.001043174765072763,0.0
ACCT-00107,Neo,0.3879058361053467,Egencia Analytics Studio,0.3102928698062897,2.0
ACCT-00108,Egencia Analytics Studio,0.3417668044567108,Meetings & Events,0.19377049803733826,2.0
ACCT-00109,Neo,0.0003753389173652977,Travel Consulting,0.00029355022707022727,0.0
ACCT-00110,Neo,0.000343934545526281,Travel Consulting,0.00022461972548626363,0.0
ACCT-00111,Egencia Analytics Studio,0.21583467721939087,Neo,0.2139875888824463,1.0
ACCT-00112,Neo,0.000343934545526281,Travel Consulting,0.00024018740805331618,0.0
ACCT-00113,Travel Consulting,0.0008946122252382338,Egencia Analytics Studio,0.0007114340551197529,0.0
ACCT-00114,Travel Consulting,0.1706521213054657,Meetings & Events,0.12193237245082855,2.0
ACCT-00115,Meetings & Events,0.0011835903860628605,Travel Consulting,0.0009973024716600776,0.0
ACCT-00116,Neo,0.0003679906658362597,Travel Consulting,0.00029355022707022727,0.0
ACCT-00117,Neo,0.00040014125988818705,Travel Consulting,0.00024015925009734929,0.0
ACCT-00118,Travel Consulting,0.5735817551612854,Egencia Analytics Studio,0.15757012367248535,1.0
ACCT-00119,Egencia Analytics Studio,0.0038535327184945345,Neo,0.001518125063739717,0.0
ACCT-00120,Travel Consulting,0.7998783588409424,Meetings & Events,0.17221856117248535,1.0
ACCT-00121,Travel Consulting,0.002063446445390582,Egencia Analytics Studio,0.0013503695372492075,0.0
ACCT-00122,Meetings & Events,0.2268858253955841,Egencia Analytics Studio,0.13359397649765015,1.0
ACCT-00123,Egencia Analytics Studio,0.003042950527742505,Meetings & Events,0.00207084440626204,0.0
ACCT-00124,Neo,0.0002756539033725858,Travel Consulting,0.0002309570409124717,0.0
ACCT-00125,Neo,0.000343934545526281,Travel Consulting,0.00024018740805331618,0.0
ACCT-00126,Egencia Analytics Studio,0.252934068441391,Travel Consulting,0.17506255209445953,1.0
ACCT-00127,Neo,0.0002756539033725858,Travel Consulting,0.00024239456979557872,0.0
ACCT-00128,Neo,0.0002756539033725858,Travel Consulting,0.00021033866505604237,0.0
ACCT-00129,Meetings & Events,0.0017954985378310084,Neo,0.0008422890678048134,0.0
ACCT-00130,Meetings & Events,0.00171453389339149,Travel Consulting,0.001026215497404337,0.0
ACCT-00131,Travel Consulting,0.10112812370061874,Neo,0.08528299629688263,1.0
ACCT-00132,Travel Consulting,0.00141443673055619,Meetings & Events,0.0006200229981914163,0.0
ACCT-00133,Neo,0.18496952950954437,,0.0,3.0
ACCT-00134,Neo,0.0002818383800331503,Travel Consulting,0.00024385005235671997,0.0
ACCT-00135,Travel Consulting,0.7402998208999634,Neo,0.28648966550827026,2.0
ACCT-00136,Travel Consulting,0.3460259437561035,Meetings & Events,0.3165999948978424,1.0
ACCT-00137,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00138,Neo,0.00036474180524237454,Egencia Analytics Studio,0.00036009569885209203,0.0
ACCT-00139,Egencia Analytics Studio,0.917071521282196,,0.0,3.0
ACCT-00140,Egencia Analytics Studio,0.0015243705129250884,Travel Consulting,0.0015060195000842214,0.0
ACCT-00141,Neo,0.000343934545526281,Travel Consulting,0.00024018740805331618,0.0
ACCT-00142,Neo,0.00033406418515369296,Travel Consulting,0.00029355022707022727,0.0
ACCT-00143,Neo,0.0002818383800331503,Travel Consulting,0.00024385005235671997,0.0
ACCT-00144,Neo,0.0002818383800331503,Travel Consulting,0.00024385005235671997,0.0
ACCT-00145,Neo,0.0003209854767192155,Travel Consulting,0.00024385005235671997,0.0
ACCT-00146,Neo,0.0019062870414927602,Travel Consulting,0.0018164035864174366,0.0
ACCT-00147,Meetings & Events,0.25285011529922485,Neo,0.24306176602840424,1.0
ACCT-00148,Neo,0.0003209854767192155,Travel Consulting,0.00024385005235671997,0.0
ACCT-00149,Neo,0.0002756539033725858,Travel Consulting,0.0002309570409124717,0.0
ACCT-00150,Travel Consulting,0.251809298992157,Egencia Analytics Studio,0.1810407042503357,1.0
ACCT-00151,Travel Consulting,0.737032949924469,Meetings & Events,0.34662318229675293,1.0
ACCT-00152,Neo,0.0003209854767192155,Travel Consulting,0.00024385005235671997,0.0
ACCT-00153,Travel Consulting,0.5917987823486328,Neo,0.43883800506591797,2.0
ACCT-00154,Egencia Analytics Studio,0.0014095756923779845,Meetings & Events,0.0009575114818289876,0.0
ACCT-00155,Egencia Analytics Studio,0.00040343598811887205,Neo,0.00036474180524237454,0.0
ACCT-00156,Travel Consulting,0.2836228907108307,Neo,0.10529358685016632,2.0
ACCT-00157,Travel Consulting,0.0013557947240769863,Egencia Analytics Studio,0.0009945252677425742,0.0
ACCT-00158,Travel Consulting,0.001137961051426828,Neo,0.0007116951164789498,0.0
ACCT-00159,Egencia Analytics Studio,0.25730475783348083,Meetings & Events,0.13684549927711487,2.0
ACCT-00160,Neo,0.0002756539033725858,Travel Consulting,0.00023154089285526425,0.0
ACCT-00161,Travel Consulting,0.00217217905446887,Egencia Analytics Studio,0.0007166379364207387,0.0
ACCT-00162,Meetings & Events,0.376152902841568,Neo,0.2482256144285202,1.0
ACCT-00163,Neo,0.1791282743215561,Travel Consulting,0.11019614338874817,1.0
ACCT-00164,Travel Consulting,0.0007948629790917039,Neo,0.0006825841846875846,0.0
ACCT-00165,Neo,0.00033505994360893965,Travel Consulting,0.0002265136135974899,0.0
ACCT-00166,Neo,0.002068416913971305,Travel Consulting,0.0010593256447464228,0.0
ACCT-00167,Neo,0.00036474180524237454,Travel Consulting,0.0002480741823092103,0.0
ACCT-00168,Egencia Analytics Studio,0.861342191696167,Neo,0.6346430778503418,2.0
ACCT-00169,Neo,0.0002844769915100187,Travel Consulting,0.0002733847068157047,0.0
ACCT-00170,Neo,0.0010430858237668872,Egencia Analytics Studio,0.0009038730058819056,0.0
ACCT-00171,Meetings & Events,0.3368775546550751,Egencia Analytics Studio,0.3196071982383728,2.0
ACCT-00172,Travel Consulting,0.2862023115158081,Neo,0.15103888511657715,1.0
ACCT-00173,Egencia Analytics Studio,0.0027766397688537836,Meetings & Events,0.0009170609409920871,0.0
ACCT-00174,Egencia Analytics Studio,0.38875988125801086,Neo,0.2992062568664551,1.0
ACCT-00175,Travel Consulting,0.7559407353401184,Neo,0.35171422362327576,1.0
ACCT-00176,Travel Consulting,0.3841255009174347,Neo,0.25728508830070496,1.0
ACCT-00177,Neo,0.5606287121772766,Egencia Analytics Studio,0.3460920453071594,1.0
ACCT-00178,Neo,0.00036474180524237454,Travel Consulting,0.0002635592536535114,0.0
ACCT-00179,Neo,0.0003753389173652977,Travel Consulting,0.0002265136135974899,0.0
ACCT-00180,Travel Consulting,0.0010730313370004296,Egencia Analytics Studio,0.0006500543677248061,0.0
ACCT-00181,Egencia Analytics Studio,0.00040343598811887205,Neo,0.00036474180524237454,0.0
ACCT-00182,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00183,Neo,0.0003209854767192155,Travel Consulting,0.00024385005235671997,0.0
ACCT-00184,Neo,0.7552189826965332,Meetings & Events,0.3949868381023407,1.0
ACCT-00185,Neo,0.000393974274629727,Travel Consulting,0.00024015925009734929,0.0
ACCT-00186,Neo,0.0003209854767192155,Travel Consulting,0.00024385005235671997,0.0
ACCT-00187,Neo,0.32729798555374146,Travel Consulting,0.1841694712638855,1.0
ACCT-00188,Neo,0.00036474180524237454,Egencia Analytics Studio,0.00036009569885209203,0.0
ACCT-00189,Neo,0.000343934545526281,Travel Consulting,0.00024018740805331618,0.0
ACCT-00190,Neo,0.000393974274629727,Travel Consulting,0.00023888859141152352,0.0
ACCT-00191,Neo,0.0002756539033725858,Travel Consulting,0.00023154089285526425,0.0
ACCT-00192,Neo,0.0002756539033725858,Travel Consulting,0.00023154089285526425,0.0
ACCT-00193,Neo,0.000393974274629727,Travel Consulting,0.00023888859141152352,0.0
ACCT-00194,Neo,0.0003030828956980258,Travel Consulting,0.00024239456979557872,0.0
ACCT-00195,Meetings & Events,0.727477490901947,Travel Consulting,0.6132548451423645,2.0
ACCT-00196,Egencia Analytics Studio,0.6105360388755798,Neo,0.5178189873695374,1.0
ACCT-00197,Neo,0.0003679906658362597,Travel Consulting,0.00029355022707022727,0.0
ACCT-00198,Neo,0.0003030828956980258,Travel Consulting,0.00024239456979557872,0.0
ACCT-00199,Egencia Analytics Studio,0.23422355949878693,Travel Consulting,0.16573460400104523,1.0
ACCT-00200,Neo,0.12554417550563812,Travel Consulting,0.11703547090291977,1.0
ACCT-00201,Neo,0.000393974274629727,Travel Consulting,0.00023888859141152352,0.0
ACCT-00202,Neo,0.000343934545526281,Travel Consulting,0.00024018740805331618,0.0
ACCT-00203,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00204,Meetings & Events,0.0006776726222597063,Travel Consulting,0.0006647447007708251,0.0
ACCT-00205,Neo,0.0003030828956980258,Travel Consulting,0.00024239456979557872,0.0
ACCT-00206,Neo,0.0003030828956980258,Travel Consulting,0.00024239456979557872,0.0
ACCT-00207,Travel Consulting,0.2880929112434387,Neo,0.07735376805067062,1.0
ACCT-00208,Travel Consulting,0.001700282096862793,Neo,0.0010149437002837658,0.0
ACCT-00209,Meetings & Events,0.001476518576964736,Travel Consulting,0.000861752952914685,0.0
ACCT-00210,Neo,0.0003805104934144765,Travel Consulting,0.00024015925009734929,0.0
ACCT-00211,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00212,Egencia Analytics Studio,0.0012907972559332848,Meetings & Events,0.0008426138083450496,0.0
ACCT-00213,Neo,0.000393974274629727,Travel Consulting,0.00023888859141152352,0.0
ACCT-00214,Travel Consulting,0.5061134099960327,Meetings & Events,0.3230211138725281,1.0
ACCT-00215,Neo,0.000393974274629727,Travel Consulting,0.00023888859141152352,0.0
ACCT-00216,Egencia Analytics Studio,0.2502860128879547,Neo,0.15335804224014282,1.0
ACCT-00217,Travel Consulting,0.4631648361682892,Meetings & Events,0.24687406420707703,1.0
ACCT-00218,Neo,0.39282551407814026,,0.0,3.0
ACCT-00219,Neo,0.0003209854767192155,Travel Consulting,0.00024385005235671997,0.0
ACCT-00220,Travel Consulting,0.16239891946315765,Egencia Analytics Studio,0.1311124563217163,1.0
ACCT-00221,Neo,0.0003753389173652977,Travel Consulting,0.0002265136135974899,0.0
ACCT-00222,Neo,0.0003753389173652977,Travel Consulting,0.0002265136135974899,0.0
ACCT-00223,Travel Consulting,0.2880495488643646,Egencia Analytics Studio,0.18731455504894257,1.0
ACCT-00224,Neo,0.0002818383800331503,Travel Consulting,0.00024385005235671997,0.0
ACCT-00225,Travel Consulting,0.001599979237653315,Meetings & Events,0.0012598063331097364,0.0
ACCT-00226,Neo,0.0002756539033725858,Travel Consulting,0.00023154089285526425,0.0
ACCT-00227,Neo,0.0003637275076471269,Travel Consulting,0.0002265136135974899,0.0
ACCT-00228,Neo,0.0003805104934144765,Travel Consulting,0.00024015925009734929,0.0
ACCT-00229,Neo,0.0010909115662798285,Travel Consulting,0.0005836889031343162,0.0
ACCT-00230,Neo,0.0002756539033725858,Travel Consulting,0.00024239456979557872,0.0
ACCT-00231,Neo,0.000343934545526281,Travel Consulting,0.00022461972548626363,0.0
ACCT-00232,Neo,0.11474541574716568,Egencia Analytics Studio,0.09732557088136673,1.0
ACCT-00233,Neo,0.5336198806762695,Travel Consulting,0.4402376115322113,1.0
ACCT-00234,Neo,0.0004082547966390848,Travel Consulting,0.00023888859141152352,0.0
ACCT-00235,Travel Consulting,0.3800942301750183,Neo,0.2462817281484604,1.0
ACCT-00236,Neo,0.38195323944091797,Travel Consulting,0.2835175693035126,1.0
ACCT-00237,Egencia Analytics Studio,0.0028753839433193207,Travel Consulting,0.001634281245060265,0.0
ACCT-00238,Travel Consulting,0.9261389374732971,,0.0,3.0
ACCT-00239,Neo,0.0002756539033725858,Travel Consulting,0.00023154089285526425,0.0
ACCT-00240,Neo,0.0004082547966390848,Travel Consulting,0.00023888859141152352,0.0
ACCT-00241,Neo,0.000393974274629727,Travel Consulting,0.00023888859141152352,0.0
ACCT-00242,Neo,0.0002756539033725858,Travel Consulting,0.00021033866505604237,0.0
ACCT-00243,Neo,0.0002818383800331503,Travel Consulting,0.00024385005235671997,0.0
ACCT-00244,Egencia Analytics Studio,0.5572314262390137,Travel Consulting,0.2429724484682083,2.0
ACCT-00245,Neo,0.0003918874717783183,Travel Consulting,0.0002480741823092103,0.0
ACCT-00246,Egencia Analytics Studio,0.2988753914833069,Neo,0.24556803703308105,1.0
ACCT-00247,Travel Consulting,0.19425669312477112,Egencia Analytics Studio,0.08559108525514603,1.0
ACCT-00248,Meetings & Events,0.001188877271488309,Egencia Analytics Studio,0.000602931366302073,0.0
ACCT-00249,Neo,0.0003209854767192155,Travel Consulting,0.00024385005235671997,0.0
ACCT-00250,Neo,0.0003753389173652977,Travel Consulting,0.0002265136135974899,0.0
ACCT-00251,Egencia Analytics Studio,0.48611563444137573,Meetings & Events,0.05977168679237366,2.0
ACCT-00252,Meetings & Events,0.7820008397102356,Travel Consulting,0.6780572533607483,2.0
ACCT-00253,Meetings & Events,0.28802043199539185,Neo,0.17614580690860748,1.0
ACCT-00254,Neo,0.000343934545526281,Travel Consulting,0.00024018740805331618,0.0
ACCT-00255,Meetings & Events,0.21340063214302063,Egencia Analytics Studio,0.19805240631103516,1.0
ACCT-00256,Neo,0.000393974274629727,Travel Consulting,0.00023888859141152352,0.0
ACCT-00257,Neo,0.2816736400127411,Meetings & Events,0.24783383309841156,1.0
ACCT-00258,Meetings & Events,0.0015279381768777966,Travel Consulting,0.0008285637595690787,0.0
ACCT-00259,Neo,0.0002818383800331503,Travel Consulting,0.00024385005235671997,0.0
ACCT-00260,Neo,0.0003030828956980258,Travel Consulting,0.00024239456979557872,0.0
ACCT-00261,Neo,0.24331791698932648,Egencia Analytics Studio,0.11176538467407227,1.0
ACCT-00262,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00263,Neo,0.0002756539033725858,Travel Consulting,0.00021033866505604237,0.0
ACCT-00264,Egencia Analytics Studio,0.0003724618873093277,Neo,0.00036474180524237454,0.0
ACCT-00265,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00266,Neo,0.000343934545526281,Travel Consulting,0.00022461972548626363,0.0
ACCT-00267,Neo,0.3784867823123932,Egencia Analytics Studio,0.20619399845600128,1.0
ACCT-00268,Neo,0.0015388824976980686,Meetings & Events,0.0010908071417361498,0.0
ACCT-00269,Neo,0.0009808929171413183,Travel Consulting,0.000684749276842922,0.0
ACCT-00270,Travel Consulting,0.23372426629066467,Egencia Analytics Studio,0.14401783049106598,1.0
ACCT-00271,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00272,Neo,0.0002756539033725858,Travel Consulting,0.0002309570409124717,0.0
ACCT-00273,Travel Consulting,0.0012599023757502437,Meetings & Events,0.0010154740884900093,0.0
ACCT-00274,Neo,0.00036474180524237454,Egencia Analytics Studio,0.00036009569885209203,0.0
ACCT-00275,Neo,0.000343934545526281,Travel Consulting,0.00022461972548626363,0.0
ACCT-00276,Neo,0.00033505994360893965,Travel Consulting,0.0002265136135974899,0.0
ACCT-00277,Travel Consulting,0.2903710603713989,Neo,0.21978344023227692,1.0
ACCT-00278,Travel Consulting,0.002177929738536477,Egencia Analytics Studio,0.0006059714360162616,0.0
ACCT-00279,Travel Consulting,0.6729444861412048,Meetings & Events,0.6306954622268677,2.0
ACCT-00280,Neo,0.0002756539033725858,Travel Consulting,0.0002309570409124717,0.0
ACCT-00281,Neo,0.002072314266115427,Travel Consulting,0.0005741138011217117,0.0
ACCT-00282,Meetings & Events,0.4571431577205658,Egencia Analytics Studio,0.245779886841774,2.0
ACCT-00283,Neo,0.5857015252113342,Meetings & Events,0.5773801207542419,1.0
ACCT-00284,Meetings & Events,0.25378990173339844,Neo,0.11194883286952972,1.0
ACCT-00285,Meetings & Events,0.001384675852023065,Egencia Analytics Studio,0.0009273796458728611,0.0
ACCT-00286,Neo,0.0002756539033725858,Travel Consulting,0.0002309570409124717,0.0
ACCT-00287,Meetings & Events,0.7737990021705627,Neo,0.3097478151321411,2.0
ACCT-00288,Neo,0.43832194805145264,Egencia Analytics Studio,0.24074065685272217,2.0
ACCT-00289,Egencia Analytics Studio,0.5324228405952454,,0.0,3.0
ACCT-00290,Neo,0.0003805104934144765,Travel Consulting,0.00024015925009734929,0.0
ACCT-00291,Neo,0.0002756539033725858,Travel Consulting,0.0002309570409124717,0.0
ACCT-00292,Travel Consulting,0.00029355022707022727,Neo,0.0002844769915100187,0.0
ACCT-00293,Meetings & Events,0.0009064534679055214,Egencia Analytics Studio,0.0008908257586881518,0.0
ACCT-00294,Travel Consulting,0.00029355022707022727,Neo,0.0002844769915100187,0.0
ACCT-00295,Travel Consulting,0.3703984320163727,Neo,0.30001047253608704,1.0
ACCT-00296,Travel Consulting,0.0015653192531317472,Egencia Analytics Studio,0.0008866049465723336,0.0
ACCT-00297,Egencia Analytics Studio,0.0018430320778861642,Travel Consulting,0.001630396698601544,0.0
ACCT-00298,Neo,0.00043968865065835416,Egencia Analytics Studio,0.0003266122948843986,0.0
ACCT-00299,Travel Consulting,0.21283501386642456,Egencia Analytics Studio,0.15160952508449554,1.0
ACCT-00300,Travel Consulting,0.4293631911277771,Egencia Analytics Studio,0.1747380495071411,1.0
ACCT-00301,Neo,0.0010482410434633493,Travel Consulting,0.00040300970431417227,0.0
ACCT-00302,Neo,0.00033505994360893965,Travel Consulting,0.0002265136135974899,0.0
ACCT-00303,Neo,0.0002888076414819807,Travel Consulting,0.00024385005235671997,0.0
ACCT-00304,Neo,0.38405776023864746,Egencia Analytics Studio,0.26490238308906555,1.0
ACCT-00305,Neo,0.0013157731154933572,Travel Consulting,0.0006492107640951872,0.0
ACCT-00306,Neo,0.2069605141878128,Meetings & Events,0.18657323718070984,1.0
ACCT-00307,Egencia Analytics Studio,0.0004376417782623321,Neo,0.00036474180524237454,0.0
ACCT-00308,Meetings & Events,0.0019314573146402836,Neo,0.0009872791124507785,0.0
